property_type_location,Property,price,relative_url,property_status,last_updated,num_bedrooms,num_bathrooms,num_parking,area,furnishing,counting,scraped_date
Condominium • Taguig,"West Tower, One Serendra, BGC - Bonifacio Global City, Taguig","Php 60,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-one-serendra-rs4441181,Available,"February 29, 2024",2,2,1,140 sqm,Fully Furnished,786,2024-10-26
Condominium • Taguig,"North Tower, Pacific Plaza Towers, BGC - Bonifacio Global City, Taguig","Php 100,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-pacific-plaza-towers-rs4866881,Available,"March 19, 2024",3,3,2,300 sqm,Semi-Furnished,787,2024-10-26
Condominium • Taguig,"Lawton Tower, Essensa, BGC - Bonifacio Global City, Taguig","Php 72,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-essensa-rs3673581,Available,"March 21, 2024",3,3,3,298 sqm,Semi-Furnished,788,2024-10-26
Condominium • Taguig,"Regent Parkway, BGC - Bonifacio Global City, Taguig","Php 75,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-regent-parkway-rs3897581,Available,"March 20, 2024",3,3,2,300 sqm,Semi-Furnished,789,2024-10-26
Condominium • Taguig,"Lawton Tower, Essensa, BGC - Bonifacio Global City, Taguig","Php 88,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-essensa-rs4862181,Available,"May 21, 2024",3,4,2,290 sqm,Semi-Furnished,790,2024-10-26
Condominium • Taguig,"Tower 2, Arya Residences, BGC - Bonifacio Global City, Taguig","Php 100,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-arya-residences-rs4866781,Available,"March 19, 2024",3,3,1,209 sqm,Semi-Furnished,791,2024-10-26
Condominium • Taguig,"West Tower, Madison Park West, BGC - Bonifacio Global City, Taguig","Php 8,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-madison-park-west-rs4895581,Available,"June 3, 2024",1,1,1,39 sqm,Semi-Furnished,792,2024-10-26
Condominium • Taguig,"West Tower, Aurelia Residences, BGC - Bonifacio Global City, Taguig","Php 197,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-aurelia-residences-rs4875781,Available,"April 24, 2024",3,3,2,280 sqm,,793,2024-10-26
Condominium • Taguig,"Mahogany Tower, One Serendra, BGC - Bonifacio Global City, Taguig","Php 62,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-one-serendra-rs4868581,Available,"June 7, 2024",3,3,1,169 sqm,Semi-Furnished,794,2024-10-26
Condominium • Taguig,"Tower 1, Avida Towers 34th Street BGC, BGC - Bonifacio Global City, Taguig","Php 18,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-avida-towers-34th-street-bgc-rs4917481,Available,"August 23, 2024",2,2,2,62 sqm,Fully Furnished,795,2024-10-26
Condominium • Taguig,"The Suites at One Bonifacio High Street, BGC - Bonifacio Global City, Taguig","Php 124,800,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-the-suites-at-one-bonifacio-high-street-rs4666181,Available,"July 6, 2024",3,4,2,209 sqm,Semi-Furnished,796,2024-10-26
Condominium • Taguig,"Tower 1, Forbeswood Heights, BGC - Bonifacio Global City, Taguig","Php 10,320,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-forbeswood-heights-rs4897581,Available,"June 13, 2024",1,1,1,48 sqm,Fully Furnished,797,2024-10-26
Condominium • Taguig,"Tower 2, The Trion Towers, BGC - Bonifacio Global City, Taguig","Php 8,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-the-trion-towers-rs4915781,Available,"October 8, 2024",1,1,1,37 sqm,Fully Furnished,798,2024-10-26
Condominium • Taguig,"Tower 1, The Trion Towers, BGC - Bonifacio Global City, Taguig","Php 10,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-the-trion-towers-rs4926981,Available,"September 29, 2024",1,1,1,42 sqm,Fully Furnished,799,2024-10-26
Condominium • Taguig,"Tower 1, Arya Residences, BGC - Bonifacio Global City, Taguig","Php 22,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-arya-residences-rs4926381,Available,"September 18, 2024",1,1,1,68 sqm,Semi-Furnished,800,2024-10-26
Condominium • Taguig,"East Tower, The Veranda Arca, Western Bicutan, Taguig","Php 17,000,000",https://www.hoppler.com.ph/taguig-western-bicutan-the-veranda-arca-rs4895981,Available,"June 7, 2024",1,1,1,58 sqm,,801,2024-10-26
Condominium • Taguig,"Fifth Avenue Place, BGC - Bonifacio Global City, Taguig","Php 7,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-fifth-avenue-place-rs4898281,Available,"June 18, 2024",1,1,1,36 sqm,Fully Furnished,802,2024-10-26
Condominium • Taguig,"Kingsley Tower, The Albany, Mckinley West, Taguig","Php 46,287,184",https://www.hoppler.com.ph/taguig-mckinley-west-the-albany-rs4932981,Available,"October 12, 2024",2,3,1,123 sqm,Semi-Furnished,803,2024-10-26
Condominium • Taguig,"Tower 1, 8 Forbes Town Road, BGC - Bonifacio Global City, Taguig","Php 27,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-8-forbes-town-road-rs4220581,Available,"April 11, 2022",2,2,1,95 sqm,Fully Furnished,804,2024-10-26
Condominium • Taguig,"Fennel Tower, Acacia Estates, Ususan, Taguig","Php 7,900,000",https://www.hoppler.com.ph/taguig-ususan-acacia-estates-rs4542781,Available,"April 19, 2022",3,2,1,80 sqm,Semi-Furnished,805,2024-10-26
Condominium • Taguig,"8 Forbes Town Road, BGC - Bonifacio Global City, Taguig","Php 33,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-8-forbes-town-road-rs2962581,Available,"April 11, 2022",2,2,2,100 sqm,,806,2024-10-26
Condominium • Taguig,"Tower 1, Uptown Parksuites, BGC - Bonifacio Global City, Taguig","Php 9,540,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-uptown-parksuites-rs4173481,Available,"June 15, 2022",1,1,1,33 sqm,,807,2024-10-26
Condominium • Taguig,"Grand Hyatt Manila Residences, BGC - Bonifacio Global City, Taguig","Php 92,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-grand-hyatt-manila-residences-rs4540881,Available,"April 20, 2022",3,3,1,200 sqm,,808,2024-10-26
Condominium • Taguig,"Tower 2, The Florence, McKinley Hill, Taguig","Php 32,000,000",https://www.hoppler.com.ph/taguig-mckinley-hill-the-florence-rs4578781,Available,"June 18, 2022",3,3,3,97 sqm,Semi-Furnished,809,2024-10-26
Condominium • Taguig,"Marigold Tower, Cedar Crest, Bambang, Taguig","Php 6,500,000",https://www.hoppler.com.ph/taguig-bambang-cedar-crest-rs4580381,Available,"June 22, 2022",2,1,2,60 sqm,Fully Furnished,810,2024-10-26
Condominium • Taguig,"Tower 1, Morgan Suites Executive Residences, McKinley Hill, Taguig","Php 5,450,000",https://www.hoppler.com.ph/taguig-mckinley-hill-morgan-suites-executive-residences-rs4470881,Available,"January 5, 2022",1,1,1,34 sqm,,811,2024-10-26
Condominium • Taguig,"Red Oak at Two Serendra, BGC - Bonifacio Global City, Taguig","Php 45,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-red-oak-at-two-serendra-rs4581381,Available,"June 23, 2022",2,4,2,126 sqm,Fully Furnished,812,2024-10-26
Condominium • Taguig,"East Gallery Place, BGC - Bonifacio Global City, Taguig","Php 55,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-east-gallery-place-rs4494581,Available,"July 7, 2022",3,3,3,138 sqm,Semi-Furnished,813,2024-10-26
Condominium • Taguig,"Avida Towers Turf, Avida Towers Turf, BGC - Bonifacio Global City, Taguig","Php 8,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-avida-towers-turf-rs4660481,Available,"November 14, 2022",1,1,1,36 sqm,Semi-Furnished,814,2024-10-26
Condominium • Taguig,"Tower 2, Uptown Parksuites, BGC - Bonifacio Global City, Taguig","Php 20,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-uptown-parksuites-rs4692781,Available,"February 9, 2023",1,1,1,82 sqm,Semi-Furnished,815,2024-10-26
Condominium • Taguig,"Regent Parkway, BGC - Bonifacio Global City, Taguig","Php 72,800,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-regent-parkway-rs4690081,Available,"February 3, 2023",2,2,1,262 sqm,Semi-Furnished,816,2024-10-26
Condominium • Taguig,"West Tower, One Serendra, BGC - Bonifacio Global City, Taguig","Php 58,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-one-serendra-rs4661881,Available,"November 19, 2022",2,2,1,140 sqm,Fully Furnished,817,2024-10-26
Condominium • Taguig,"Maple Place Tower, Acacia Estates, Ususan, Taguig","Php 5,500,000",https://www.hoppler.com.ph/taguig-ususan-acacia-estates-rs4584981,Available,"November 14, 2022",2,1,2,63 sqm,,818,2024-10-26
Condominium • Taguig,"Andalucia Tower, Vista De Lago, Tuktukan, Taguig","Php 6,100,000",https://www.hoppler.com.ph/taguig-tuktukan-vista-de-lago-rs4662181,Available,"November 16, 2022",2,2,2,60 sqm,Semi-Furnished,819,2024-10-26
Condominium • Taguig,"Ivory Tower, Rosewood Pointe, Ususan, Taguig","Php 4,500,000",https://www.hoppler.com.ph/taguig-ususan-rosewood-pointe-rs4499681,Available,"July 5, 2022",2,1,2,64 sqm,Fully Furnished,820,2024-10-26
Condominium • Taguig,"TOWER 2, Avida CityFlex Towers, BGC - Bonifacio Global City, Taguig","Php 10,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-avida-cityflex-towers-rs4694481,Available,"February 13, 2023",1,1,1,36 sqm,,821,2024-10-26
Condominium • Taguig,"Tower 2, Avida Towers 34th Street BGC, BGC - Bonifacio Global City, Taguig","Php 11,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-avida-towers-34th-street-bgc-rs4694581,Available,"February 13, 2023",1,1,1,36 sqm,,822,2024-10-26
Condominium • Taguig,"Icon Plaza, BGC - Bonifacio Global City, Taguig","Php 28,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-icon-plaza-rs4155581,Available,"September 29, 2023",2,2,2,105 sqm,Semi-Furnished,823,2024-10-26
Condominium • Taguig,"Tower 1, Icon Residences, BGC - Bonifacio Global City, Taguig","Php 12,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-icon-residences-rs4707181,Available,"June 21, 2023",1,1,1,61 sqm,Semi-Furnished,824,2024-10-26
Condominium • Taguig,"Tower 1, Avida Towers 34th Street BGC, BGC - Bonifacio Global City, Taguig","Php 15,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-avida-towers-34th-street-bgc-rs4672981,Available,"December 20, 2023",2,2,2,61 sqm,Semi-Furnished,825,2024-10-26
Condominium • Taguig,"Regent Parkway, BGC - Bonifacio Global City, Taguig","Php 40,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-regent-parkway-rs4803381,Available,"September 29, 2023",2,2,1,157 sqm,Semi-Furnished,826,2024-10-26
Condominium • Taguig,"Trion Towers 1, The Trion Towers, BGC - Bonifacio Global City, Taguig","Php 8,200,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-the-trion-towers-rs4760481,Available,"June 16, 2023",1,1,1,40 sqm,Fully Furnished,827,2024-10-26
Condominium • Taguig,"infinity Tower, The Infinity, BGC - Bonifacio Global City, Taguig","Php 16,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-the-infinity-rs4761081,Available,"June 17, 2023",1,1,1,56 sqm,Fully Furnished,828,2024-10-26
Condominium • Taguig,"Horizon Homes at Shangri-la The Fort, BGC - Bonifacio Global City, Taguig","Php 350,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-horizon-homes-at-shangri-la-the-fort-rs4321781,Available,"February 16, 2023",4,4,3,418 sqm,Semi-Furnished,829,2024-10-26
Condominium • Taguig,"Marigold Tower, Cedar Crest, Bambang, Taguig","Php 6,882,000",https://www.hoppler.com.ph/taguig-bambang-cedar-crest-rs4838281,Available,"December 27, 2023",2,1,1,63 sqm,Fully Furnished,830,2024-10-26
Condominium • Taguig,"West Tower, One Serendra, BGC - Bonifacio Global City, Taguig","Php 58,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-one-serendra-rs4521581,Available,"December 29, 2023",2,2,1,140 sqm,Fully Furnished,831,2024-10-26
Condominium • Taguig,"One Uptown Residence, BGC - Bonifacio Global City, Taguig","Php 13,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-one-uptown-residence-rs4442181,Available,"January 2, 2024",1,1,1,46 sqm,Fully Furnished,832,2024-10-26
Condominium • Taguig,"Bellagio III, BGC - Bonifacio Global City, Taguig","Php 28,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-bellagio-iii-rs3982681,Available,"February 29, 2024",2,2,1,105 sqm,Fully Furnished,833,2024-10-26
Condominium • Taguig,"Park West, BGC - Bonifacio Global City, Taguig","Php 13,900,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-park-west-rs4809681,Available,"February 20, 2024",2,2,2,72 sqm,,834,2024-10-26
Condominium • Taguig,"Bellagio III, BGC - Bonifacio Global City, Taguig","Php 26,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-bellagio-iii-rs4824881,Available,"February 29, 2024",1,1,1,90 sqm,Fully Furnished,835,2024-10-26
Condominium • Taguig,"Tower 3, Morgan Suites Executive Residences, McKinley Hill, Taguig","Php 6,500,000",https://www.hoppler.com.ph/taguig-mckinley-hill-morgan-suites-executive-residences-rs4847781,Available,"February 17, 2024",1,1,1,23 sqm,Semi-Furnished,836,2024-10-26
Condominium • Taguig,"Gisela Tower, Tuscany Private Estates, McKinley Hill, Taguig","Php 21,000,000",https://www.hoppler.com.ph/taguig-mckinley-hill-tuscany-private-estates-rs4678081,Available,"June 3, 2024",3,2,1,126 sqm,Semi-Furnished,837,2024-10-26
Condominium • Taguig,"Tower A, Fort Victoria, BGC - Bonifacio Global City, Taguig","Php 11,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-fort-victoria-rs4893881,Available,"June 3, 2024",2,2,125,40 sqm,Semi-Furnished,838,2024-10-26
Condominium • Taguig,"Arbor Lanes, Arca South, Taguig","Php 29,000,000",https://www.hoppler.com.ph/taguig-arca-south-arbor-lanes-rs4750981,Available,"May 22, 2024",2,2,2,110 sqm,Semi-Furnished,839,2024-10-26
Condominium • Taguig,"North Tower, The Veranda Arca, Western Bicutan, Taguig","Php 13,000,000",https://www.hoppler.com.ph/taguig-western-bicutan-the-veranda-arca-rs4859881,Available,"March 1, 2024",1,1,1,59 sqm,,840,2024-10-26
Condominium • Taguig,"Tower 5, Forbeswood Heights, BGC - Bonifacio Global City, Taguig","Php 13,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-forbeswood-heights-rs3966781,Available,"September 4, 2024",2,1,2,65 sqm,Fully Furnished,841,2024-10-26
Condominium • Taguig,"Tower 2, Avida Towers 34th Street BGC, BGC - Bonifacio Global City, Taguig","Php 12,500,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-avida-towers-34th-street-bgc-rs4936881,Available,"October 23, 2024",2,2,2,60 sqm,Fully Furnished,842,2024-10-26
Condominium • Taguig,"Lawton Tower, Essensa, BGC - Bonifacio Global City, Taguig","Php 95,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-essensa-rs4922581,Available,"September 10, 2024",3,3,2,290 sqm,Semi-Furnished,843,2024-10-26
Condominium • Taguig,"Avida Towers One Union Place, Arca South, Taguig","Php 7,817,700",https://www.hoppler.com.ph/taguig-arca-south-avida-towers-one-union-place-rs4844881,Available,"September 10, 2024",1,1,1,22 sqm,,844,2024-10-26
Condominium • Taguig,"Grace Residences, Ususan, Taguig","Php 4,000,000",https://www.hoppler.com.ph/taguig-ususan-grace-residences-rs4921581,Available,"September 9, 2024",1,1,1,27 sqm,Semi-Furnished,845,2024-10-26
Condominium • Taguig,"Belmira Tower, Cypress Towers, Ususan, Taguig","Php 6,100,000",https://www.hoppler.com.ph/taguig-ususan-cypress-towers-rs3249681,Available,"October 23, 2024",1,1,1,71 sqm,Semi-Furnished,846,2024-10-26
House and Lot • Taguig,"AFPOVAI Subdivision, Taguig","Php 68,000,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs3835382,Available,"March 22, 2022",3,5,3,300 sqm,Fully Furnished,847,2024-10-26
House and Lot • Taguig,"Mahogany Place 3, Taguig","Php 40,000,000",https://www.hoppler.com.ph/taguig-mahogany-place-3-rs4500482,Available,"February 7, 2022",4,4,4,430 sqm,,848,2024-10-26
House and Lot • Taguig,"AFPOVAI Subdivision, Taguig","Php 90,000,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4580982,Available,"June 24, 2022",5,5,5,560 sqm,Semi-Furnished,849,2024-10-26
House and Lot • Taguig,"McKinley Hill, Taguig","Php 124,000,000",https://www.hoppler.com.ph/taguig-mckinley-hill-rs4432182,Available,"October 5, 2022",5,5,4,516 sqm,Semi-Furnished,850,2024-10-26
House and Lot • Taguig,"AFPOVAI Subdivision, Taguig","Php 38,000,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4049082,Available,"August 27, 2022",4,3,2,370 sqm,Semi-Furnished,851,2024-10-26
House and Lot • Taguig,"AFPOVAI Subdivision, Taguig","Php 90,000,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4754682,Available,"October 13, 2023",5,5,8,300 sqm,,852,2024-10-26
House and Lot • Taguig,"Ususan, Taguig","Php 19,500,000",https://www.hoppler.com.ph/taguig-ususan-rs4812582,Available,"October 18, 2023",4,5,4,187 sqm,Fully Furnished,853,2024-10-26
House and Lot • Taguig,"North Signal Village, Taguig","Php 5,499,000",https://www.hoppler.com.ph/taguig-north-signal-village-rs4560882,Available,"May 16, 2022",3,2,3,150 sqm,Semi-Furnished,854,2024-10-26
House and Lot • Taguig,"Upper Bicutan, Taguig","Php 2,500,000",https://www.hoppler.com.ph/taguig-upper-bicutan-rs4462182,Available,"April 5, 2022",2,1,2,39 sqm,,855,2024-10-26
House and Lot • Taguig,"Mahogany Place 3, Taguig","Php 31,000,000",https://www.hoppler.com.ph/taguig-mahogany-place-3-rs4597682,Available,"November 13, 2023",3,3,3,280 sqm,,856,2024-10-26
House and Lot • Taguig,"McKinley Hill, Taguig","Php 208,000,000",https://www.hoppler.com.ph/taguig-mckinley-hill-rs4874782,Available,"April 19, 2024",5,5,2,642 sqm,,857,2024-10-26
House and Lot • Taguig,"BGC - Bonifacio Global City, Taguig","Php 30,000,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-rs4796582,Available,"March 10, 2024",3,4,1,120 sqm,Fully Furnished,858,2024-10-26
House and Lot • Taguig,"Mahogany Place 1, Taguig","Php 45,000,000",https://www.hoppler.com.ph/taguig-mahogany-place-1-rs4841682,Available,"May 23, 2024",4,5,2,349 sqm,,859,2024-10-26
Townhouse • Taguig,"AFPOVAI Subdivision, Taguig","Php 47,800,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4339283,Available,"January 26, 2023",4,4,4,410 sqm,,860,2024-10-26
Townhouse • Taguig,"AFPOVAI Subdivision, Taguig","Php 46,800,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4339383,Available,"January 26, 2023",4,4,4,410 sqm,,861,2024-10-26
Townhouse • Taguig,"AFPOVAI Subdivision, Taguig","Php 47,800,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4513783,Available,"October 17, 2023",4,4,2,410 sqm,,862,2024-10-26
Townhouse • Taguig,"Mahogany Place 3, Taguig","Php 16,000,000",https://www.hoppler.com.ph/taguig-mahogany-place-3-rs4508583,Available,"May 26, 2023",4,3,2,158 sqm,,863,2024-10-26
Office Space • Taguig,"Capital House Tower, Capital House, BGC - Bonifacio Global City, Taguig","Php 19,375,000",https://www.hoppler.com.ph/taguig-bgc-bonifacio-global-city-capital-house-cs0373173,Available,"November 2, 2022",,,,62 sqm,,864,2024-10-26
